"OBJECTID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,74,"ETH","Ethiopia","ETHIOPIA","Ethiopia","Ityop'iya","Abyssinia|Italian East Africa","","","Éthiopie ","Etiopía ","<U+042D><U+0444><U+0438><U+043E><U+043F><U+0438><U+044F>","<U+0623><U+062B><U+064A><U+0648><U+0628><U+064A><U+0627> ","<U+57C3><U+585E><U+4FC4><U+6BD4><U+4E9A> ","","","Ethiopia","ET","","ET","231","1993","Present","62907788","1132328","55.55615334072813","Eastern Africa","Africa","1","","","","Sub-Saharan Africa","Low income","Moderately indebted","HIPC","","","","1","","","1","","","","","","","","","","","","","","","","","","","1","1","","","","1"
